date,railcar_id,distance_km,fuel_used_l,temperature_c,maintenance_flag
2025-02-07,RC003,167.44,111.75,26.0,0
2025-02-07,RC004,81.62,57.8,19.9,0
2025-02-07,RC005,198.08,129.39,32.2,0
2025-02-07,RC006,81.99,57.2,16.7,0
2025-02-07,RC007,121.6,89.7,34.9,0
2025-02-07,RC008,88.87,64.16,35.1,1
2025-02-07,RC009,90.02,55.27,32.3,0
2025-02-07,RC010,116.01,69.98,34.9,0
2025-02-07,RC011,135.08,87.79,37.6,0
2025-02-07,RC012,79.19,51.31,21.8,0
2025-02-07,RC013,114.27,83.86,18.8,0
2025-02-07,RC014,59.73,42.29,21.5,0
2025-02-07,RC015,113.57,78.94,39.8,0
2025-02-08,RC001,93.77,64.83,33.4,0
2025-02-08,RC002,162.02,104.26,18.1,0
2025-02-08,RC003,65.08,43.47,22.2,0
2025-02-08,RC004,101.31,77.1,19.1,0
2025-02-08,RC005,76.22,58.85,26.7,0
2025-02-08,RC006,83.23,51.99,22.1,0
2025-02-08,RC007,174.74,125.31,31.2,0
2025-02-08,RC008,121.63,83.8,23.1,0
2025-02-08,RC009,91.8,62.1,23.4,0
2025-02-08,RC010,50.84,40.24,31.1,0
2025-02-08,RC011,83.61,54.96,23.9,0
2025-02-08,RC012,111.67,85.72,22.9,0
2025-02-08,RC013,148.93,106.79,32.8,0
2025-02-08,RC014,119.46,81.13,15.6,0
2025-02-08,RC015,95.38,68.26,34.2,0
2025-02-09,RC001,182.84,132.32,24.2,0
2025-02-09,RC002,170.1,119.58,19.5,0
2025-02-09,RC003,155.31,119.09,23.3,0
2025-02-09,RC004,56.26,40.09,25.3,0
2025-02-09,RC005,70.07,52.02,22.1,0
2025-02-09,RC006,121.65,87.29,22.3,0
2025-02-09,RC007,69.36,54.04,39.5,0
2025-02-09,RC008,192.01,120.83,23.7,0
2025-02-09,RC009,60.87,41.98,30.3,0
2025-02-09,RC010,113.64,76.21,24.7,0
2025-02-09,RC011,61.53,41.82,23.2,0
2025-02-09,RC012,88.82,61.22,39.3,0
2025-02-09,RC013,99.27,76.43,26.3,0
2025-02-09,RC014,157.24,120.76,34.2,0
2025-02-09,RC015,192.86,141.89,39.6,0
2025-02-10,RC001,86.63,64.7,39.2,1
2025-02-10,RC002,87.05,63.37,28.0,0
2025-02-10,RC003,108.35,69.43,26.1,0
2025-02-10,RC004,59.42,44.96,32.1,0
2025-02-10,RC005,118.75,71.34,32.7,0
2025-02-10,RC006,182.57,121.73,35.3,0
2025-02-10,RC007,178.12,141.95,34.3,0
2025-02-10,RC008,82.14,63.21,18.5,0
2025-02-10,RC009,126.45,84.38,39.6,0
2025-02-10,RC010,108.36,84.07,29.7,0
2025-02-10,RC011,191.3,127.66,28.3,0
2025-02-10,RC012,52.17,41.32,18.3,0
2025-02-10,RC013,50.4,37.31,26.5,0
2025-02-10,RC014,80.78,59.21,21.1,0
2025-02-10,RC015,61.23,38.48,25.6,0
2025-02-11,RC001,119.75,75.65,31.0,0
2025-02-11,RC002,114.6,89.68,15.9,0
2025-02-11,RC003,76.86,52.31,25.4,0
2025-02-11,RC004,84.91,55.5,37.9,0
2025-02-11,RC005,56.57,39.56,38.8,0
2025-02-11,RC006,107.95,71.2,38.3,0
2025-02-11,RC007,145.4,87.85,20.6,0
2025-02-11,RC008,127.4,77.33,30.2,0
2025-02-11,RC009,172.9,109.74,37.6,1
2025-02-11,RC010,174.82,135.67,19.2,0
2025-02-11,RC011,140.22,96.64,24.7,0
2025-02-11,RC012,123.98,75.2,32.7,1
2025-02-11,RC013,159.19,120.11,34.0,0
2025-02-11,RC014,171.72,134.7,37.8,0
2025-02-11,RC015,185.23,131.58,37.6,0
2025-02-12,RC001,57.5,38.26,19.1,0
2025-02-12,RC002,183.13,120.33,31.9,0
2025-02-12,RC003,178.74,115.06,24.9,0
2025-02-12,RC004,92.8,64.0,24.7,0
2025-02-12,RC005,171.82,108.53,26.4,0
2025-02-12,RC006,94.55,64.77,15.1,0
2025-02-12,RC007,52.46,33.35,20.4,0
2025-02-12,RC008,120.34,92.18,25.8,0
2025-02-12,RC009,197.44,145.14,18.7,0
2025-02-12,RC010,65.12,48.9,28.6,0
2025-02-12,RC011,81.85,64.7,36.1,0
2025-02-12,RC012,171.47,127.21,23.0,0
2025-02-12,RC013,52.88,32.98,19.2,0
2025-02-12,RC014,188.97,141.64,26.9,0
2025-02-12,RC015,51.15,40.05,17.6,0
2025-02-13,RC001,190.82,121.55,19.7,0
2025-02-13,RC002,78.96,50.69,21.6,0
2025-02-13,RC003,88.9,67.55,35.6,0
2025-02-13,RC004,75.34,59.2,39.2,0
2025-02-13,RC005,186.72,112.73,20.0,0
2025-02-13,RC006,119.91,72.3,37.1,0
2025-02-13,RC007,188.52,138.1,25.6,0
2025-02-13,RC008,175.18,115.27,28.1,0
2025-02-13,RC009,167.87,106.91,32.9,0
2025-02-13,RC010,55.83,34.67,36.7,0
2025-02-13,RC011,118.25,93.55,37.2,0
2025-02-13,RC012,148.28,93.64,15.7,0
2025-02-13,RC013,109.52,79.5,18.1,0
2025-02-13,RC014,111.66,74.02,21.3,0
2025-02-13,RC015,145.05,88.19,25.1,0
2025-02-14,RC001,81.88,64.01,30.8,0
2025-02-14,RC002,131.67,89.37,34.7,0
2025-02-14,RC003,125.23,88.15,38.8,0
2025-02-14,RC004,196.64,148.1,21.9,0
2025-02-14,RC005,112.07,85.67,37.1,0
2025-02-14,RC006,113.64,81.07,33.0,0
2025-02-14,RC007,140.83,95.21,19.3,0
2025-02-14,RC008,154.45,106.77,33.7,0
2025-02-14,RC009,63.8,46.93,36.5,0
2025-02-14,RC010,142.19,91.38,22.4,0
2025-02-14,RC011,164.01,111.77,39.3,0
2025-02-14,RC012,128.97,83.37,30.5,0
2025-02-14,RC013,117.77,84.73,32.6,0
2025-02-14,RC014,61.16,45.45,20.1,0
2025-02-14,RC015,57.83,41.92,22.7,0
2025-02-15,RC001,81.15,62.71,22.5,0
2025-02-15,RC002,149.54,105.59,31.8,0
2025-02-15,RC003,92.34,66.83,29.6,0
2025-02-15,RC004,104.66,62.8,23.0,0
2025-02-15,RC005,177.34,124.98,28.9,0
2025-02-15,RC006,165.51,107.24,33.6,0
2025-02-15,RC007,66.49,45.97,20.0,0
2025-02-15,RC008,134.65,93.19,24.6,0
2025-02-15,RC009,128.59,101.21,32.6,0
2025-02-15,RC010,69.55,47.18,30.6,0
2025-02-15,RC011,182.87,136.15,18.0,0
2025-02-15,RC012,50.62,31.06,15.6,0
2025-02-15,RC013,101.72,77.59,19.5,0
2025-02-15,RC014,92.75,73.85,18.6,0
2025-02-15,RC015,127.14,81.44,30.2,0
2025-02-16,RC001,57.72,43.56,21.7,0
2025-02-16,RC002,100.05,66.96,22.3,0
2025-02-16,RC003,186.74,141.72,29.7,0
2025-02-16,RC004,162.35,120.18,23.5,0
2025-02-16,RC005,86.67,59.33,31.9,0
2025-02-16,RC006,57.95,39.22,31.2,0
2025-02-16,RC007,131.36,81.7,23.6,0
2025-02-16,RC008,141.14,107.15,33.3,0
2025-02-16,RC009,102.79,74.98,35.1,0
2025-02-16,RC010,120.08,78.37,26.8,0
2025-02-16,RC011,84.44,51.78,15.8,0
2025-02-16,RC012,133.14,91.55,27.1,0
2025-02-16,RC013,129.93,95.19,37.1,0
2025-02-16,RC014,82.37,58.05,18.9,0
2025-02-16,RC015,88.77,60.36,34.5,0
2025-02-17,RC001,71.03,55.9,30.1,0
2025-02-17,RC002,84.65,55.8,24.1,0
2025-02-17,RC003,60.13,39.19,33.4,0
2025-02-17,RC004,99.86,77.2,37.6,0
2025-02-17,RC005,123.14,97.73,30.7,0
2025-02-17,RC006,81.12,51.23,37.3,0
2025-02-17,RC007,199.71,136.01,15.9,0
2025-02-17,RC008,135.04,92.63,19.4,0
2025-02-17,RC009,103.97,69.28,24.3,0
2025-02-17,RC010,135.49,89.1,30.7,0
2025-02-17,RC011,108.46,79.3,15.7,0
2025-02-17,RC012,72.68,49.91,30.0,0
2025-02-17,RC013,173.63,105.11,26.0,0
2025-02-17,RC014,91.18,58.46,36.3,0
2025-02-17,RC015,189.99,128.26,23.9,0
2025-02-18,RC001,134.01,95.92,17.9,0
2025-02-18,RC002,61.0,41.7,35.6,0
2025-02-18,RC003,115.06,70.37,27.5,0
2025-02-18,RC004,110.44,76.48,29.1,0
2025-02-18,RC005,156.34,122.13,29.3,0
2025-02-18,RC006,186.98,140.49,37.1,0
2025-02-18,RC007,126.48,91.11,15.9,1
2025-02-18,RC008,184.27,116.29,28.8,0
2025-02-18,RC009,168.92,108.76,16.3,0
2025-02-18,RC010,89.25,64.08,20.9,0
2025-02-18,RC011,145.45,104.63,18.1,0
2025-02-18,RC012,128.66,81.08,18.5,0
2025-02-18,RC013,193.45,154.31,17.9,0
2025-02-18,RC014,176.44,140.01,20.4,0
2025-02-18,RC015,100.97,66.61,21.5,0
2025-02-19,RC001,57.27,37.14,26.0,0
2025-02-19,RC002,104.04,65.39,38.1,0
2025-02-19,RC003,184.63,125.36,25.2,0
2025-02-19,RC004,122.23,85.31,25.1,0
2025-02-19,RC005,112.23,80.56,18.1,0
2025-02-19,RC006,183.14,115.88,25.3,0
2025-02-19,RC007,168.55,115.32,21.6,0
2025-02-19,RC008,110.74,76.28,26.9,0
2025-02-19,RC009,124.33,77.47,30.0,0
2025-02-19,RC010,168.82,124.68,31.4,0
2025-02-19,RC011,59.94,45.53,36.0,0
2025-02-19,RC012,163.49,98.86,37.4,0
2025-02-19,RC013,105.86,75.75,31.3,0
2025-02-19,RC014,134.14,89.53,28.6,0
2025-02-19,RC015,121.89,82.21,19.9,0
2025-02-20,RC001,98.2,77.44,32.7,0
2025-02-20,RC002,197.31,128.76,37.2,0
2025-02-20,RC003,99.73,63.69,28.7,0
2025-02-20,RC004,124.85,75.44,16.0,0
2025-02-20,RC005,138.28,97.61,39.8,0
2025-02-20,RC006,92.08,66.12,34.6,0
2025-02-20,RC007,130.66,101.62,34.7,0
2025-02-20,RC008,177.92,117.14,16.2,0
2025-02-20,RC009,146.24,101.22,24.2,0
2025-02-20,RC010,126.08,79.07,38.9,0
2025-02-20,RC011,127.46,100.77,19.6,0
2025-02-20,RC012,162.41,119.09,28.6,0
2025-02-20,RC013,76.73,47.85,19.1,0
2025-02-20,RC014,192.14,119.71,24.9,0
2025-02-20,RC015,78.0,59.73,39.2,0
2025-02-21,RC001,85.89,54.41,26.7,0
2025-02-21,RC002,192.19,116.05,20.4,0
2025-02-21,RC003,194.25,154.14,36.5,0
2025-02-21,RC004,147.0,96.09,21.2,1
2025-02-21,RC005,129.42,91.45,25.4,0
2025-02-21,RC006,53.8,35.03,23.3,0
2025-02-21,RC007,129.25,97.15,38.1,0
2025-02-21,RC008,82.65,57.39,32.5,0
2025-02-21,RC009,105.75,73.2,20.3,0
2025-02-21,RC010,123.41,85.25,27.2,0
2025-02-21,RC011,78.07,60.55,27.5,0
2025-02-21,RC012,170.2,124.59,24.2,0
2025-02-21,RC013,198.79,125.44,33.3,0
2025-02-21,RC014,183.99,128.86,19.6,0
2025-02-21,RC015,183.27,136.65,39.0,1
2025-02-22,RC001,76.21,47.66,39.1,0
2025-02-22,RC002,114.4,70.34,30.9,0
2025-02-22,RC003,193.71,140.17,29.2,0
2025-02-22,RC004,113.28,86.33,39.6,0
2025-02-22,RC005,124.5,75.59,27.4,0
2025-02-22,RC006,165.36,110.94,17.2,0
2025-02-22,RC007,163.66,105.1,22.6,0
2025-02-22,RC008,118.6,79.99,32.3,0
2025-02-22,RC009,127.37,77.54,24.2,0
2025-02-22,RC010,144.65,91.5,15.0,0
2025-02-22,RC011,198.37,125.16,19.4,0
2025-02-22,RC012,79.67,50.64,21.2,0
2025-02-22,RC013,136.3,90.54,27.8,0
2025-02-22,RC014,53.57,38.68,29.6,0
2025-02-22,RC015,169.28,104.08,34.3,0
2025-02-23,RC001,63.28,47.73,39.2,0
2025-02-23,RC002,189.25,142.12,32.9,0
2025-02-23,RC003,128.74,88.95,32.3,0
2025-02-23,RC004,153.38,92.48,27.4,0
2025-02-23,RC005,177.79,132.71,18.1,0
2025-02-23,RC006,175.59,110.44,23.6,0
2025-02-23,RC007,140.96,101.49,27.2,0
2025-02-23,RC008,99.77,73.55,30.6,0
2025-02-23,RC009,84.36,66.06,39.1,0
2025-02-23,RC010,147.29,108.46,33.5,0
2025-02-23,RC011,180.89,133.42,24.2,0
2025-02-23,RC012,175.24,109.22,33.9,0
2025-02-23,RC013,56.91,37.18,25.1,0
2025-02-23,RC014,164.28,118.65,18.4,0
2025-02-23,RC015,142.64,94.38,33.3,0
2025-02-24,RC001,193.79,137.33,28.7,0
2025-02-24,RC002,190.03,137.06,29.9,0
2025-02-24,RC003,118.93,72.88,29.6,0
2025-02-24,RC004,88.29,64.48,30.9,0
2025-02-24,RC005,157.14,116.36,22.0,0
2025-02-24,RC006,60.4,37.5,38.6,0
2025-02-24,RC007,149.69,116.19,17.5,0
2025-02-24,RC008,116.77,73.36,22.7,0
2025-02-24,RC009,187.45,149.53,31.1,0
2025-02-24,RC010,155.47,94.84,27.2,0
2025-02-24,RC011,158.95,112.71,31.3,0
2025-02-24,RC012,181.08,129.65,15.5,0
2025-02-24,RC013,50.04,37.42,36.7,0
2025-02-24,RC014,61.92,46.02,15.4,0
2025-02-24,RC015,154.02,118.96,36.4,0
2025-02-25,RC001,121.02,91.34,28.3,0
2025-02-25,RC002,174.86,128.96,24.8,0
2025-02-25,RC003,155.89,104.22,18.8,0
2025-02-25,RC004,75.36,55.94,30.8,0
2025-02-25,RC005,120.67,94.28,35.6,0
2025-02-25,RC006,138.29,88.05,18.8,0
2025-02-25,RC007,112.06,80.93,30.4,0
2025-02-25,RC008,132.69,80.61,21.9,0
2025-02-25,RC009,160.83,124.57,17.9,0
2025-02-25,RC010,68.09,51.54,17.4,0
2025-02-25,RC011,161.86,100.31,15.1,0
2025-02-25,RC012,88.22,61.37,24.7,0
2025-02-25,RC013,142.04,100.3,38.7,0
2025-02-25,RC014,89.41,54.98,22.6,0
2025-02-25,RC015,108.28,65.37,16.9,0
2025-02-26,RC001,185.62,130.68,34.2,0
2025-02-26,RC002,125.42,97.55,29.4,1
2025-02-26,RC003,51.52,40.49,23.8,0
2025-02-26,RC004,57.54,38.47,27.9,0
2025-02-26,RC005,91.56,64.6,34.8,0
2025-02-26,RC006,148.8,106.24,18.0,0
2025-02-26,RC007,121.52,94.22,24.5,0
2025-02-26,RC008,97.64,65.13,15.8,0
2025-02-26,RC009,65.86,48.91,22.2,0
2025-02-26,RC010,195.53,153.19,20.9,0
2025-02-26,RC011,97.91,70.99,35.4,0
2025-02-26,RC012,179.79,131.42,29.3,0
2025-02-26,RC013,176.47,119.25,35.5,0
2025-02-26,RC014,99.43,71.45,25.7,0
2025-02-26,RC015,164.08,100.45,26.0,0
2025-02-27,RC001,64.21,45.85,20.9,0
2025-02-27,RC002,144.81,103.74,28.1,0
2025-02-27,RC003,77.41,53.2,22.0,0
2025-02-27,RC004,101.58,77.85,25.2,0
2025-02-27,RC005,173.61,108.74,23.7,0
2025-02-27,RC006,143.93,104.02,18.8,0
2025-02-27,RC007,114.79,88.96,29.3,0
2025-02-27,RC008,157.59,100.54,17.7,0
2025-02-27,RC009,71.58,47.53,37.8,0
2025-02-27,RC010,74.22,50.63,34.8,0
2025-02-27,RC011,79.2,58.27,29.9,0
2025-02-27,RC012,57.24,35.06,24.5,0
2025-02-27,RC013,178.13,124.46,29.8,0
2025-02-27,RC014,154.13,93.63,28.5,0
2025-02-27,RC015,195.84,154.6,20.3,0
2025-02-28,RC001,192.35,150.44,38.1,0
2025-02-28,RC002,63.59,45.23,26.5,0
2025-02-28,RC003,80.52,62.15,19.1,0
2025-02-28,RC004,94.79,71.03,20.8,0
2025-02-28,RC005,87.34,61.18,26.8,0
2025-02-28,RC006,60.92,38.67,22.5,0
2025-02-28,RC007,151.2,100.1,31.0,0
2025-02-28,RC008,161.3,122.23,35.9,0
2025-02-28,RC009,118.79,93.23,20.8,0
2025-02-28,RC010,171.33,133.29,28.0,0
2025-02-28,RC011,75.1,50.22,21.5,1
2025-02-28,RC012,90.76,55.74,40.0,0
2025-02-28,RC013,110.31,74.9,37.9,0
2025-02-28,RC014,110.95,71.24,33.4,0
2025-02-28,RC015,125.16,92.06,32.7,0
2025-03-01,RC001,136.95,98.82,29.5,0
2025-03-01,RC002,123.92,87.4,17.6,0
2025-03-01,RC003,169.77,118.1,18.7,0
2025-03-01,RC004,66.11,50.85,33.7,0
2025-03-01,RC005,199.98,139.97,33.7,0
2025-03-01,RC006,107.98,71.05,38.6,0
2025-03-01,RC007,61.84,38.98,16.5,0
2025-03-01,RC008,136.5,87.58,29.1,0
2025-03-01,RC009,173.59,112.54,27.5,0
2025-03-01,RC010,52.59,33.73,35.0,0
2025-03-01,RC011,73.85,48.25,27.8,0
2025-03-01,RC012,183.17,133.76,29.7,0
2025-03-01,RC013,65.34,51.8,30.6,0
2025-03-01,RC014,185.11,130.05,35.0,0
2025-03-01,RC015,137.03,90.12,26.0,0
